SupplierID,OnTimeDeliveryRate,LeadTime,OrderFulfillmentAccuracy,ReturnRate,ComplianceScore,COGS,PaymentTermsCompliance,SupplierRating,ContractBreachFrequency,Flexibility,InventoryAccuracy,ComplaintRate,TCO,Flag
10027,86.87849009,3.060015663,96.19473176,2.449218721,94.22059958,95.59740796,90.48039791,3.936368104,0,79.8790868,94.19270739,5.250570927,101.1481237,BAD SUPPLIER
10028,81.99680655,3.306758986,91.04829708,1.490193307,99.79561434,112.8807572,89.10333233,3.921529301,0,91.46650055,94.12335197,2.114728658,92.06989584,GOOD SUPPLIER
10029,83.54153125,2.488603717,87.54181907,2.034441012,97.40638538,100.14509,93.23865419,4.66125233,0,87.51771378,85.41983128,5.199115195,118.5335492,GOOD SUPPLIER
10030,81.99146694,2.871311731,94.03561298,0,97.58667054,87.63864204,90.09823112,3.817947003,0,89.17791388,86.98156364,8.102875532,121.790248,GOOD SUPPLIER
10031,94.26139092,2.165707963,85.132269,1.341751588,90.75131883,112.5433836,93.72550596,4.234061125,0,81.09967024,97.29328761,5.528960802,81.55921103,BAD SUPPLIER
10032,84.93251388,3.199611561,92.38178885,2.453508713,91.54653879,107.3100063,96.50749909,4.750458665,0,79.42613069,90.54006061,5.329115781,113.6586156,BAD SUPPLIER
10033,79.71144536,3.32359797,92.5273508,1.017705966,86.48276402,105.3843496,92.32775341,4.008837864,0,90.91356716,82.64764653,5.449484239,115.6868735,GOOD SUPPLIER
10034,89.11272456,2.758406769,95.30104954,2.058984222,92.57185754,107.1573424,90.71952027,5,0,79.21125377,91.08472164,5.829005441,108.2568453,GOOD SUPPLIER
10035,78.89578175,3.786993382,100,2.446872501,97.87010956,123.943619,95.20801149,5,0,85.74652621,93.27395631,2.465796877,110.8816331,GOOD SUPPLIER
10036,86.04431798,2.387117168,91.96207984,1.657450799,96.55083955,121.850949,97.58763045,3.714290001,0,90.09497916,92.62020719,4.536151996,110.1605501,GOOD SUPPLIER
10037,75.20164938,2.26781256,87.45518187,2.170463771,94.33546021,93.13284657,89.91507968,4.033814378,0,84.36599015,85.31065198,4.640487734,113.6950848,BAD SUPPLIER
10038,78.35906976,3.112225909,89.87212844,1.037267435,94.93309915,116.2388499,97.46069719,3.357111378,0,90.85038532,99.4336078,4.03306196,94.0753296,GOOD SUPPLIER
10039,85.98430618,3.523549151,81.15462048,1.79338872,92.93334337,103.8316819,97.45191861,4.108704319,0,83.64220848,82.49702706,6.372243218,117.0049434,GOOD SUPPLIER
10040,88.6923329,3.841963846,86.52643434,2.61021617,95.61427665,104.9909582,97.86225531,4.883194238,0,78.61291001,90.55448215,3.732013073,107.0934634,BAD SUPPLIER
10041,85.85684141,2.770557869,87.95358781,2.156972961,97.29763484,83.07729168,98.65544064,4.293052529,1,86.87086271,98.68276426,4.280063157,106.4933384,GOOD SUPPLIER
10042,84.42175859,3.539340417,87.37955801,1.41346873,90.15233964,98.29614235,100,4.730398622,0,85.99148017,92.95828542,2.479654639,110.6662495,GOOD SUPPLIER
10043,83.49448152,2.980745765,90.76177436,2.224216404,95.89894306,91.8717641,93.93172385,3.738832841,0,98.43988122,94.18109785,5.756621119,92.29231211,BAD SUPPLIER
10044,77.60739005,2.91368635,85.88790034,2.714609791,97.79730461,108.2805881,95.32871474,4.898987627,0,80.27445567,84.73417925,6.883805924,89.46557815,BAD SUPPLIER
10045,81.40077896,3.441829969,95.60515334,0,93.75469913,110.710805,93.7506847,4.222445386,0,83.74076447,91.73523229,4.277958965,103.7896784,GOOD SUPPLIER
10046,82.69680615,3.326161439,90.00103532,3.159074065,97.10210184,79.25513649,95.00593053,4.506084841,0,81.3456719,89.81698669,6.614780821,120.4353893,BAD SUPPLIER
10047,90.28561113,2.211803922,89.95349839,1.663745261,100,99.77965136,99.59862007,4.453562749,1,84.28757709,84.34977915,4.706086449,93.14617371,BAD SUPPLIER
10048,86.71809145,3.738270175,88.36052642,2.425489933,94.68697162,111.218615,90.96495655,3.86422574,1,84.08598784,94.32535745,0,106.7515444,GOOD SUPPLIER
10049,76.18479922,3.690045677,90.77595342,3.197246924,96.17992115,98.13321038,92.41685098,3.923457834,0,80.63850089,85.90256631,4.896969331,97.83316092,GOOD SUPPLIER
10050,86.62041985,2.687218649,94.12549132,0.628326303,92.78582875,107.2906365,99.13154281,4.983897235,0,87.34118805,86.49537684,4.648857582,96.49021571,GOOD SUPPLIER
10051,83.0745886,3.197901767,85.66434892,1.290558998,95.54375349,103.5116547,98.06010952,4.699496079,0,83.92928064,92.16289661,5.2059912,110.0074837,GOOD SUPPLIER
10052,81.61539,3.247015093,86.70941755,1.711451304,96.38081487,103.4166023,93.91060506,5,0,91.72741484,89.28377277,5.50637087,112.593755,BAD SUPPLIER
10053,88.05838144,3.130336883,88.48136986,1.216246479,95.58452702,97.28685022,97.563206,4.662329118,0,81.75721438,90.84644012,3.632156949,97.12448531,BAD SUPPLIER
10054,90.15499761,2.724847423,83.27064538,3.734936576,91.94091404,87.83419196,96.02364753,4.571495317,0,94.30686536,88.97750171,7.942629956,118.8725026,GOOD SUPPLIER
10055,89.6564006,2.664188316,85.9037107,1.143227906,95.61908531,88.78469853,99.50082383,3.636994691,0,86.37937003,97.06530422,4.867676892,109.2250363,BAD SUPPLIER
10056,80.80391238,2.987222965,87.61889563,1.444453221,99.38658782,107.0935251,95.22352878,4.364816652,0,91.3566672,85.37484676,4.600672652,102.5832204,GOOD SUPPLIER
10057,83.45393812,3.58636451,94.3719459,2.204389032,96.34590729,100.1945826,98.07689634,4.48630784,0,85.57726733,87.6759561,6.489059217,108.4751804,GOOD SUPPLIER
10058,86.65631716,3.271800077,91.31280665,0.797850474,97.88596157,98.61487755,100,5,0,81.096728,92.40585779,5.037079891,125.3634751,GOOD SUPPLIER
10059,89.87772564,2.814692834,90.96794956,1.604319288,94.28896409,95.76109958,96.79429747,4.843478316,0,83.6823954,85.06041083,10,112.5353075,BAD SUPPLIER
10060,82.60412881,3.385849355,94.25448981,2.317453261,97.24970072,96.94811155,95.1479845,5,0,78.06615895,84.83888309,4.580184418,98.01303065,BAD SUPPLIER
10061,84.07170512,1.57572869,89.31314106,1.667139596,95.83780351,110.4691179,97.16734096,4.798768853,0,84.44233192,90.68871947,5.703630902,104.812925,GOOD SUPPLIER
10062,79.46832513,3.57438285,91.95232425,1.906613141,92.14726781,96.64755918,93.90415743,4.144348387,1,85.86046438,94.33676689,3.50169469,106.3126887,GOOD SUPPLIER
10063,79.01896688,2.130143111,89.48389124,1.470667888,95.95556301,86.58935287,100,4.558562108,0,85.22861398,94.98938908,6.741071086,111.6535679,GOOD SUPPLIER
10064,89.06262911,2.818779529,91.32681175,0.485529691,92.02491001,107.4365178,95.54021311,4.618111823,0,91.65078613,90.45869938,5.617436788,107.3954772,GOOD SUPPLIER
10065,91.78120014,2.440165053,87.08620671,2.321593211,93.10135918,97.95123336,94.18120004,4.030422215,1,84.25433084,86.63933671,4.322063898,123.9532391,BAD SUPPLIER
10066,84.63994939,2.352659262,77.80591421,3.754933072,95.56798492,100.3139587,92.49293298,4.307806312,0,75.53003204,91.37831599,3.255123803,102.7331357,GOOD SUPPLIER
10067,90.01766449,3.580413394,89.32860419,2.018401631,95.89173282,116.0757831,98.29166057,4.397116503,0,100,92.83069154,2.381155401,87.70094303,GOOD SUPPLIER
10068,86.80818013,2.766149399,97.11374068,2.225264117,91.4323026,99.79439443,97.60156224,5,0,81.54695729,91.3093033,5.837429118,107.1452857,BAD SUPPLIER
10069,81.77440123,3.173251941,94.63107701,2.692722755,98.16195731,102.8918367,93.50793689,3.459629737,0,89.84372554,96.17084929,2.226241059,100.588748,GOOD SUPPLIER
10070,86.80697803,2.976539711,94.82698742,0.730669503,96.71601883,88.21076509,96.72935404,5,0,77.47876664,84.92919367,7.616948338,89.9596901,BAD SUPPLIER
10071,92.69018283,3.238520414,96.18065361,3.702514658,92.88581469,97.80330548,90.4743321,4.031602383,0,86.22606087,86.51511991,2.4743095,97.96476018,GOOD SUPPLIER
10072,84.8208698,3.038410946,90.44328795,2.202328796,90.38724561,106.0952605,95.55491173,3.813960406,1,81.02727096,95.47674597,4.643250161,101.4161203,GOOD SUPPLIER
10073,92.82321828,2.358503888,90.98657854,3.631856899,94.56528626,84.44626266,96.35826906,5,0,70.88682521,82.63490085,3.236917456,116.3980422,GOOD SUPPLIER
10074,71.90127448,3.49813341,86.91174052,1.266967004,93.66216886,102.0084509,100,4.865949035,0,83.58595002,87.30307136,5.065372469,90.16751682,GOOD SUPPLIER
10075,89.10951252,2.753121708,88.41963572,3.818061923,95.33942137,101.0079107,92.68754359,5,0,84.74967321,86.34229853,5.053014359,108.4978527,GOOD SUPPLIER
10076,85.43523534,2.221709051,93.07885575,2.775155494,93.91065002,100.4128746,91.16494211,4.900350974,0,83.90557038,82.17897549,5.889605996,127.2048062,GOOD SUPPLIER
10077,83.50496325,2.78594242,96.01942219,2.553040086,88.97762942,110.371589,92.31371612,5,0,86.21556674,89.06425598,1.947442012,103.2513836,GOOD SUPPLIER
10078,85.45880388,3.750379895,89.30276862,2.234024454,93.83495919,103.3443851,90.9902945,4.779361918,0,83.65245957,93.7314693,3.472594682,102.9575951,BAD SUPPLIER
10079,75.06215543,3.425110871,87.74905368,1.751471382,94.08314267,114.780719,99.00997207,4.421761312,0,85.34574908,90.78163958,6.941094902,112.1977652,GOOD SUPPLIER
10080,83.90164056,2.825673933,90.00263979,3.200531658,96.90098307,90.06410484,99.64591789,4.671463189,0,85.85056001,93.99801893,6.317103204,110.221816,GOOD SUPPLIER
10081,86.78556286,2.825371148,93.00603374,2.14035987,92.90540098,101.3592457,95.96064973,5,1,84.82410956,95.95977984,0.001034943,119.1756222,GOOD SUPPLIER
10082,92.38947022,2.839182474,82.78072592,0.032930296,100,100.8446679,98.66388484,4.110312337,0,84.14612084,88.0718412,5.754459173,103.3288887,GOOD SUPPLIER
10083,82.40864891,4.038373992,78.51909523,0.882813538,89.26507835,89.30745506,95.40187514,4.174055709,0,80.53173245,100,2.935070048,112.0219291,GOOD SUPPLIER
10084,80.95753199,3.190967726,87.24731575,1.814154248,98.93350249,109.56295,94.71466506,4.345519993,0,87.97222802,88.27292288,3.816354247,112.1810079,GOOD SUPPLIER
10085,82.49121478,3.215020824,83.89643787,2.309998983,94.32704309,123.2467331,94.00088714,3.447708601,0,83.58501326,88.93734487,4.545344825,101.6444411,GOOD SUPPLIER
10086,89.57701059,3.515141727,87.45929901,1.943411511,97.57875462,99.82993926,94.06882703,4.569039204,1,83.18087137,86.46189732,8.114780315,103.8601981,GOOD SUPPLIER
10087,86.64375555,3.11939458,89.26109841,3.21897079,95.23940445,105.0502109,90.35659533,3.556935648,0,87.56147155,92.7269474,2.914605182,104.8880083,GOOD SUPPLIER
10088,82.35119898,2.870478927,87.73375795,0.048898136,98.41866661,100.8451848,95.79276429,4.526529656,0,86.05979014,88.54748291,2.192213297,92.62300185,BAD SUPPLIER
10089,87.56633717,2.901825075,97.26233767,2.143587937,93.83791411,92.8641533,94.87899827,4.932644878,0,81.50889839,89.60553889,5.900637654,101.1132161,GOOD SUPPLIER
10090,85.48538775,2.96419937,91.63372382,0.182020775,91.70413872,81.79239722,97.23608217,4.26156177,0,91.25329321,88.97393497,4.943964755,119.9616453,BAD SUPPLIER
10091,89.84322495,2.981388882,91.5023718,2.759712295,99.26151286,92.94226517,95.28057049,5,0,79.05388008,88.86047726,7.414006478,115.3771662,GOOD SUPPLIER
10092,81.48973453,3.363814772,93.11103572,1.905541286,94.65955806,86.08041619,94.5118889,3.76974955,1,79.84262728,90.79143015,4.294332188,99.20064084,GOOD SUPPLIER
10093,83.36168927,3.025972943,84.30583441,2.419609972,95.66467542,117.0410208,92.38642091,5,0,88.34176984,87.74888223,7.421634518,104.8425785,GOOD SUPPLIER
10094,83.03945923,3.366320039,95.19555894,1.136117039,98.70425574,98.84890306,95.21645971,4.837568528,1,93.75567799,87.98352209,5.032537195,114.7138989,BAD SUPPLIER
10095,77.68242526,2.95964171,89.62117857,3.279464932,91.90413427,96.54080671,97.21471169,3.641983376,0,82.11298904,95.36425745,6.058230217,109.4340569,GOOD SUPPLIER
10096,86.48060139,3.039317595,93.35240309,3.041724664,96.78647269,108.8915382,91.56998303,5,0,87.06410686,88.53238768,8.247886974,112.9991095,GOOD SUPPLIER
10097,86.30527636,2.000899658,84.64071383,2.583544303,93.23031573,88.78248897,95.26242126,4.468127357,0,79.03818221,91.91776202,4.665504191,110.3412812,BAD SUPPLIER
10098,85.02556728,3.458163837,82.23120617,1.870482753,94.60349193,92.33135962,95.69912885,4.061257989,0,80.35507342,85.5525413,7.089332471,107.154114,GOOD SUPPLIER
10099,83.82706433,3.173244238,94.08944829,2.579857285,95.2168369,100.6807227,92.84580565,3.796456403,1,90.66099096,87.77654986,3.772802857,103.3410732,GOOD SUPPLIER
10100,77.92314629,3.499005055,91.88204763,1.293107432,90.49933442,110.2876899,93.23643109,4.389990986,0,86.82881515,83.83719719,5.455077908,93.0489144,GOOD SUPPLIER
10101,82.89677339,1.551872311,85.48974223,2.855555659,92.66348887,105.0168505,95.69183255,4.436296564,0,90.81614878,99.27216717,2.110681657,111.9223489,BAD SUPPLIER
10102,83.28642742,4.044187352,85.65168459,3.649480894,99.05321868,102.4832514,91.59973695,4.551322764,1,90.43154377,96.87729839,3.991360062,102.7824798,BAD SUPPLIER
10103,80.98861365,2.930205186,95.62717392,3.07061056,97.65857357,100.7811774,96.04977115,4.351101922,0,74.55225153,92.97729497,2.883929482,88.52113106,GOOD SUPPLIER
10104,84.19357144,3.554091408,84.05294054,1.27039753,94.81208127,104.0023586,92.31393688,4.816612655,0,79.0202283,100,7.441505207,99.54341007,GOOD SUPPLIER
10105,87.02025428,2.480047036,98.21336477,2.361417317,95.72937038,102.0165291,98.18856108,4.306185084,0,86.37237901,93.85143026,8.477596722,113.5228969,GOOD SUPPLIER
10106,94.43092951,3.306386953,85.49689633,0.706858456,94.11727248,89.70027725,100,3.532517941,1,76.5145501,89.14012128,4.290596111,85.83835619,GOOD SUPPLIER
10107,85.87288906,2.473292218,93.19195963,2.572390311,99.06975016,100.4607922,92.41772959,4.425319252,0,79.72847479,91.86259834,3.453923635,94.70475485,GOOD SUPPLIER
10108,86.28775195,2.68811552,88.35690762,2.450603413,94.39894227,89.26311341,96.60262359,3.316261173,0,92.13483702,96.80393178,2.372111007,106.371334,BAD SUPPLIER
10109,84.62777042,3.957015677,93.01593716,0.13018366,95.69552628,100.8108254,92.81977429,4.676885315,0,82.29217062,85.59841912,5.529082752,119.0571864,GOOD SUPPLIER
10110,75.40614392,2.9046588,87.27942999,0.838216156,98.43809043,95.19352059,98.12286252,4.010349885,0,88.55149289,84.13591106,3.795427291,114.9997607,GOOD SUPPLIER
10111,84.86743062,3.108716437,89.18603547,1.716861103,92.66788555,125.3938162,91.20422477,4.581680177,0,84.85915865,92.03039583,3.902567317,120.0163462,GOOD SUPPLIER
10112,85.30115105,3.435033865,90.20459588,1.699140253,99.67636755,99.60105616,96.44176028,5,0,81.60031873,87.06575133,8.259177235,107.0778185,GOOD SUPPLIER
10113,97.31621056,3.247840944,84.98906272,0.790523065,90.40861577,85.95760434,92.3810331,4.025625652,0,76.67895364,78.70049316,4.407202697,102.9081957,BAD SUPPLIER
10114,84.03819518,3.075209453,93.70412173,2.388978729,99.88892639,98.65819789,94.37904623,5,1,86.16651053,83.78533327,6.173299141,113.4330667,GOOD SUPPLIER
10115,86.50773671,3.182480501,87.43393217,2.251473609,93.88197325,105.1935875,91.90692417,4.283305217,1,92.2730277,88.44287825,5.10592218,96.0063272,GOOD SUPPLIER
10116,84.82644115,4.201707793,88.85700042,1.805730868,94.27190376,116.7336395,97.46705141,5,0,81.7423626,90.24094377,2.289589185,95.2261675,BAD SUPPLIER
10117,79.15660981,2.971190601,85.02825313,1.2442085,89.32996949,94.105476,92.48905894,4.317423693,1,85.34299177,90.3898455,1.310239254,93.44910225,BAD SUPPLIER
10118,90.71411407,3.100549523,77.18833171,3.048707126,93.63561585,84.17572026,96.65589278,4.079753507,0,77.40105598,100,5.975044117,115.8888462,GOOD SUPPLIER
10119,88.75966516,3.525327198,89.04486119,3.655407113,91.88058041,108.1683701,93.96770592,4.843619225,0,81.63912404,88.96187372,8.408221042,96.65419423,BAD SUPPLIER
10120,88.95515974,3.552762966,100,1.516438516,93.17706096,86.19401294,94.65658288,4.282105135,0,86.7044083,91.39062745,5.629975071,115.0060341,GOOD SUPPLIER
10121,80.45306273,3.593515153,93.92302144,1.387833083,94.5880671,95.63844558,95.44326772,4.079275243,1,88.7185791,81.87053986,6.248180366,106.4845028,GOOD SUPPLIER
10122,92.01397155,3.319365111,89.9036981,2.491207665,97.87337484,97.42379514,92.71452599,4.261080075,0,87.77974375,89.84432231,3.190587389,116.0173965,BAD SUPPLIER
10123,77.99074469,2.428497544,88.68554585,1.64197062,95.62281005,99.30366547,95.63110134,4.477696734,0,74.84224345,91.67099472,7.029788684,93.94617819,BAD SUPPLIER
10124,87.93428547,3.816715766,90.11232946,1.860602799,95.92302996,106.8916446,99.59100369,5,0,82.7153258,83.1237026,7.00500891,98.74484343,GOOD SUPPLIER
10125,95.95227813,2.426827303,92.73559558,2.739653152,91.71344183,93.16365718,92.66571564,3.532956127,0,80.16359445,85.3300402,3.607603055,109.5398906,GOOD SUPPLIER
10126,80.04731837,3.151317733,84.09593592,0.090643912,92.35773773,97.26270748,98.51543043,4.511540329,0,83.45485862,92.44584317,6.090817548,100.6904009,GOOD SUPPLIER
10127,82.16851135,2.622862075,95.57160847,3.318302325,100,99.85729647,99.4942929,4.812451797,0,84.44404282,87.26836868,1.467164299,80.06649952,BAD SUPPLIER
10128,85.49825683,2.967930827,93.57690658,2.072680524,92.7943969,101.4959796,92.55153503,4.596724287,0,90.33175946,89.48729114,6.447823934,91.27740548,GOOD SUPPLIER
10129,82.48262173,3.164381205,93.59092863,1.588506855,99.96862476,100.9782717,90.63483618,5,0,86.47618518,92.70388759,3.855164828,93.86743306,GOOD SUPPLIER
10130,77.24668284,3.160678608,92.19237869,1.910765846,94.2708164,104.3600578,95.9058827,4.462827335,0,92.08915986,100,2.545741726,94.6085387,GOOD SUPPLIER
10131,85.34281487,3.210960377,90.09808329,1.962429355,95.00686381,108.4383951,93.35777743,4.407724279,0,81.50244843,88.89107399,5.805279914,111.8178318,GOOD SUPPLIER
10132,79.68848143,3.806855635,93.36430618,0.268798697,98.21109548,103.9263412,100,4.796164774,0,77.91461721,98.84599039,1.45654007,108.3704869,GOOD SUPPLIER
10133,87.36796215,3.226767151,92.95907067,3.494938227,98.81567727,104.5358552,95.10442262,4.549656907,2,92.2762132,80.20613169,5.684827162,106.6222461,GOOD SUPPLIER
10134,80.40287883,2.877921682,88.22979645,2.041325632,94.66756232,84.17776833,92.59340178,4.304795631,0,87.16727619,90.74181429,2.735441741,125.0866901,GOOD SUPPLIER
10135,92.74967203,3.482043584,87.13199114,2.44300213,93.83527084,100.502277,91.55852147,4.75807202,1,81.28364116,88.32955396,2.307447754,116.7522446,GOOD SUPPLIER
10136,81.08373354,3.594735244,90.50928148,2.951549771,94.83223865,104.7950755,98.26971488,4.173735853,1,87.18911439,87.33770508,5.119705923,113.0181929,GOOD SUPPLIER
10137,83.38969242,2.386196092,97.74510076,0.978837542,96.01387258,107.2894119,93.28644808,4.194411424,1,89.17629784,93.29033788,4.654897485,90.0473394,GOOD SUPPLIER
10138,89.06758609,3.298700035,83.80446462,2.473471899,97.67391106,93.07649226,95.1314864,4.236002989,0,85.59595407,88.92689667,7.913578902,105.5953994,GOOD SUPPLIER
10139,78.84567842,3.350586371,82.66237367,1.732358909,95.01268958,93.40960725,97.86740824,5,1,81.35481786,79.87523333,2.4303975,107.9869666,GOOD SUPPLIER
10140,86.13729967,2.851218248,90.82380421,2.846770775,96.85665889,94.25899325,93.54722494,3,1,82.79368598,82.05815376,7.750108982,100.8477277,BAD SUPPLIER
10141,91.53571377,3.687853407,90.25443851,0,99.9150792,105.364139,94.86221351,4.697799417,1,86.45310749,93.61013479,2.724710791,122.0637978,BAD SUPPLIER
10142,76.96258383,2.924972206,90.86670832,1.9009057,96.14392884,110.3388105,94.95029477,4.517135907,1,85.99443978,81.81386047,6.838884833,105.5120391,GOOD SUPPLIER
10143,85.92316929,3.062788227,91.21976599,1.397179344,95.93495857,95.92539893,97.04997353,3.65956477,0,91.06130029,93.74410591,7.212185046,92.71651235,GOOD SUPPLIER
10144,86.29941397,2.913464088,88.88398873,2.432262951,90.44326752,109.0796231,96.77223301,4.65486339,0,83.62044894,90.62386744,5.642917572,95.02622629,BAD SUPPLIER
10145,88.90911436,3.007789524,97.44931719,2.470044187,87.10780959,101.2347981,94.33965881,4.737875996,0,80.18119701,89.14857734,3.418092239,127.8234234,BAD SUPPLIER
10146,78.81524645,2.451862457,81.99548011,1.292374105,96.16512719,98.75714223,95.19094718,4.794819616,0,97.88527165,89.59262913,1.954091056,100.7987702,BAD SUPPLIER
10147,78.39771693,2.279974559,85.85751488,1.287826136,94.71552731,97.8861577,93.88466297,3.174085968,0,85.872441,92.5737901,1.096447033,84.21471057,GOOD SUPPLIER
10148,87.60970783,3.797252532,89.4837262,1.889334631,93.45565198,107.4661136,90.56716278,5,0,89.17131379,84.11257013,8.704581908,99.00655519,GOOD SUPPLIER
10149,86.48492337,2.576519326,81.78405594,1.103357773,95.73059061,103.2557782,95.77280257,4.131131648,0,87.60924186,90.21145547,4.406290213,86.73380507,GOOD SUPPLIER
10150,86.25246425,2.504303825,89.12072798,2.841983695,94.81878881,122.7582543,100,4.843283873,0,85.93287219,84.30248603,2.790664905,114.173108,GOOD SUPPLIER
10151,86.73224105,1.923304943,98.30735083,1.6307928,98.38334075,91.47775357,92.34884258,4.87053689,1,83.86128135,90.81822388,2.713678788,85.45147921,GOOD SUPPLIER
10152,81.59987639,2.680519126,90.10443244,0,95.2583326,105.181017,92.68091087,4.061651457,0,70.98092148,93.23238393,5.335724787,90.9779491,BAD SUPPLIER
10153,86.16126849,2.338455103,91.15350453,1.625177943,92.75923014,94.7079899,92.38781669,4.830229976,0,79.6838938,90.82972931,4.210295793,105.0398856,GOOD SUPPLIER
10154,86.46536237,3.82100758,83.69917617,0.961456179,97.97049872,91.30713013,97.17377534,4.30725338,0,86.64559607,93.04301082,1.161414842,116.0938017,BAD SUPPLIER
10155,81.42824291,3.504908545,86.91819296,0.368724185,94.34860678,99.89132863,96.34545636,3.46431141,0,71.40513381,86.49992582,6.729081339,104.3056593,GOOD SUPPLIER
10156,94.32887256,2.655924827,88.1240181,0.762573362,96.57961005,101.3735248,94.52438692,5,0,85.35809196,89.68909973,5.669967111,92.42354562,GOOD SUPPLIER
10157,87.3691646,4.126217903,88.41142452,2.109408472,93.56776788,129.1817356,92.24594282,4.112477518,1,88.30615255,88.81012093,8.679821998,106.8256299,BAD SUPPLIER
